numero,numeroCamara,titulo,estado,estadoAnotacion,comision,fechaRadicado,legislatura,url,origen,tipoLey,fechaEnvioComision,fechaPresentacion,fechaAprobacionPrimerDebate,fechaAprobacionSegundoDebate,fechaConciliacion,autores,exposicionMotivos,primeraPonencia,segundaPonencia,textoPlenaria,conciliacion,objeciones,concepto,textoRehecho,sentenciaCorte
"N 84/22",329/22,"POR MEDIO DEL CUAL SE APRUEBA EL « PROTOCOLO DE ENMIENDA DEL ACUERDO DE MARRAKECH POR EL QUE SE ESTABLECE LA OMC, MEDIANTE EL CUAL SE INSERTA EL TEXTO DEL ACUERDO SOBRE SUBVENCIONES A LA PESCA », ADOPTADO POR EL CONSEJO GENERAL DE LA ORGANIZACION MUNDIAL DEL COMERCIO EN GINEBRA, SUIZA, EL 17 DE JUNIO DE 2022","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN CÁMARA","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/95-por-medio-del-cual-se-aprueba-el-protocolo-de-enmienda-del-acuerdo-de-marrakech-por-el-que-se-establece-la-omc-mediante-el-cual-se-inserta-el-texto-del-acuerdo-sobre-subvenciones-a-la-pesca-adoptado-por-el-consejo-general-de-la-organizacion-mundial-del-comercio-en-ginebra-suiza-el-17-de-junio-de-2022,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-11-02,2022-12-14,,"[""INDUSTRIA Y TURISMO: MARIA XIMENA LOMBANA VILLALBA"",""MINISTRA DE COMERCIO"",""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_892.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1320.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1462.pdf,,,,,,
"N 83/22",,"POR MEDIO DE LA CUAL SE APRUEBA EL « CONVENIO REGIONAL DE RECONOCIMIENTO DE ESTUDIOS, TITULOS Y DIPLOMAS DE EDUCACION SUPERIOR EN AMERICA LATINA Y EL CARIBE », HECHO EN BUENOS AIRES, REPUBLICA ARGENTINA, EL 13 DE JULIO DE 2019","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/94-por-medio-de-la-cual-se-aprueba-el-convenio-regional-de-reconocimiento-de-estudios-titulos-y-diplomas-de-educacion-superior-en-america-latina-y-el-caribe-hecho-en-buenos-aires-republica-argentina-el-13-de-julio-de-2019,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-11-09,,,"[""MINISTRA DE EDUCACION NACIONAL: MARIA VICTORIA ANGULO GONZALEZ."",""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_892.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1378.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1485.pdf,,,,,,
"N 82/22",,"POR MEDIO DE LA CUAL SE APRUEBA LA « CONVECION MUNDIAL SOBRE EL RECONOCIMIENTO DE LAS CUALIFICACIONES RELATIVAS A LA EDUCACION SUPERIOR » , ADOPTADA EN EL MARCO DE LA 40ª REUNION DE LA CONFERENCIA GENERAL DE LA ORGANIZACION DE LAS NACIONES UNIDAS PARA LA EDUCACION, LA CIENCIA Y LA CULTURA-UNESCO, EN PARIS, EL 25 DE NOVIEMBRE DE 2019 ","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/93-por-medio-de-la-cual-se-aprueba-la-convecion-mundial-sobre-el-reconocimiento-de-las-cualificaciones-relativas-a-la-educacion-superior-adoptada-en-el-marco-de-la-40-reunion-de-la-conferencia-general-de-la-organizacion-de-las-naciones-unidas-para-la-educacion-la-ciencia-y-la-cultura-unesco-en-paris-el-25-de-noviembre-de-2019,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-11-09,,,"[""MINISTRA DE EDUCACION NACIONAL: MARIA VICTORIA ANGULO GONZALEZ."",""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_892.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1381.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1476.pdf,,,,,,
"N 81/22",,"POR MEDIO DE LA CUAL SE APRUEBA EL « CONVENIO 183 RELATIVO A LA REVISION DEL CONVENIO SOBRE PROTECCION DE LA MATERNIDAD, (REVISADO) » , ADOPTADO POR LA OCTOGESIMA OCTAVA (88ª) CONFERENCIA INTERNACIONAL DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO, GINEBRA, SUIZA, CON FECHA DE JUNIO DE 2000","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/92-por-medio-de-la-cual-se-aprueba-el-convenio-183-relativo-a-la-revision-del-convenio-sobre-proteccion-de-la-maternidad-revisado-adoptado-por-la-octogesima-octava-88-conferencia-internacional-de-la-organizacion-internacional-del-trabajo-ginebra-suiza-con-fecha-de-junio-de-2000,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2023-05-10,,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO."",""MINISTRO DEL TRABAJO: ANGEL CUSTODIO CABRERA BAEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_890.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_341.pdf,,,,,,,
"N 80/22",,"POR MEDIO DE LA CUAL SE APRUEBA EL « PROTOCOLO DE 1988 RELATIVO AL CONVENIO INTERNACIONAL SOBRE LINEAS DE CARGA, 1966, (ENMENDADO) » , Y EL « PROTOCOLO DE 1988 RELATIVO AL CONVENIO INTERNACIONAL PARA LA SEGURIDAD SOCIAL DE LA VIDA HUMANA EN EL MAR, 1974, (ENMENDADO) » ADOPTADOS EN LONDRES EL 11 DE NOVIEMBRE DE 1988 ","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/91-por-medio-de-la-cual-se-aprueba-el-protocolo-de-1988-relativo-al-convenio-internacional-sobre-lineas-de-carga-1966-enmendado-y-el-protocolo-de-1988-relativo-al-convenio-internacional-para-la-seguridad-social-de-la-vida-humana-en-el-mar-1974-enmendado-adoptados-en-londres-el-11-de-noviembre-de-1988,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,,,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO"",""MINISTRO DE DEFENSA NACIONAL: DIEGO ANDRES MOLANO APONTE""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%radicados/Ponencias/2023/gaceta_400.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_517.pdf,,,,,,,
"N 79/22",,"POR MEDIO DE LA CUAL SE APRUEBA EL « CONVENIO 149 SOBRE EL EMPLEO Y CONDICIONES DE TRABAJO Y DE VIDA PERSONAL DE ENFERMERIA, » , ADOPTADO POR LA SEXTAGESIMA TERCERA (63ª) CONFERENCIA INTERNACIONAL DE LA ORGANIZACION INTERNACIONAL DEL TRABAJO, GINEBRA, SUIZA, CON FECHA 21 DE JUNIO 1977","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/90-por-medio-de-la-cual-se-aprueba-el-convenio-149-sobre-el-empleo-y-condiciones-de-trabajo-y-de-vida-personal-de-enfermeria-adoptado-por-la-sextagesima-tercera-63-conferencia-internacional-de-la-organizacion-internacional-del-trabajo-ginebra-suiza-con-fecha-21-de-junio-1977,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-11-01,,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO."",""MINISTRO DEL TRABAJO: ANGEL CUSTODIO CABRERA BAEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_891.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1126.pdf,,,,,,,
"N 78/22",,"POR MEDIO DE LA CUAL SE APRUEBAN EL « ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y EL REINO UNIDO DE ESPAÑA PARA LA PROMOCION Y PROTECCCION RECIPROCA DE INVERSIONES » Y SU « DECLARACION INTERPRETATIVA CONJUNTA » , SUSCRITO EN MADRID, REINO DE ESPAÑA, EL 16 DE SEPTIEMBRE DE 2021","PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/89-por-medio-de-la-cual-se-aprueban-el-acuerdo-entre-la-republica-de-colombia-y-el-reino-unido-de-espana-para-la-promocion-y-protecccion-reciproca-de-inversiones-y-su-declaracion-interpretativa-conjunta-suscrito-en-madrid-reino-de-espana-el-16-de-septiembre-de-2021,"SENADO DE LA REPUBLICA","",,2022-07-29,,,,"[""INDUSTRIA Y TURISMO: MARIA XIMENA LOMBANA VILLALBA"",""MINISTRA DE COMERCIO"",""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_906.pdf,,,,,,,,
"N 77/22",288/22,"POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO 156 SOBRE LA IGUALDAD DE OPORTUNIDADES Y DE TRATO ENTRE TRABAJADORES Y TRABAJADORAS: TRABAJADORES CON RESPONSABILIDADES FAMILIARES» ADOPTADO POR LA SEXAGÉSIMO SEXTA (67ª) CONFERENCIA INTERNACIONAL DEL TRABAJO, EN GINEBRA, SUIZA, EL 23 DE JUNIO DE 1981","PENDIENTE ENVIAR A SANCIÓN","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/88-por-medio-de-la-cual-se-aprueba-el-convenio-156-sobre-la-igualdad-de-oportunidades-y-de-trato-entre-trabajadores-y-trabajadoras-trabajadores-con-responsabilidades-familiares-adoptado-por-la-sexagesimo-sexta-67-conferencia-internacional-del-trabajo-en-ginebra-suiza-el-23-de-junio-de-1981,"SENADO DE LA REPUBLICA","",2022-08-10,2022-07-29,2022-10-21,2022-11-09,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO."",""MINISTRO DEL TRABAJO: ANGEL CUSTODIO CABRERA BAEZ""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_906.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1090.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1271.pdf,,,,,,
"N 76/22",,"POR MEDIO DEL CUAL SE APRUEBA EL « CONVENIO INTERNACIONAL PARA EL CONTROL Y LA GESTION DEL AGUA DE LASTRE Y LOS SEDIMENTOS DE LOS BUQUES  », ADOPTADO EN LONDRES, EL 13 DE FEBRERO DE 2004","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/87-por-medio-del-cual-se-aprueba-el-convenio-internacional-para-el-control-y-la-gestion-del-agua-de-lastre-y-los-sedimentos-de-los-buques-adoptado-en-londres-el-13-de-febrero-de-2004,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-11-08,,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO."",""MINISTRO DE DEFENSA NACIONAL: DIEGO ANDRES MOLANO APONTE""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_891.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1270.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022gaceta_1540.pdf,,,,,,
"N 75/22",,"POR MEDIO DE LA CUAL SE APRUEBA EL«CONVENIO INTERNACIONAL SOBRE RESPONSABILIDAD CIVIL NACIDA DE DAÑOS DEBIDOS A CONTAMINIACIÓN PORL OS HIDROCARBUROS PARA COMBUSTIBLE DE LOS BUQUES, 2001» , ADOPTADO EN LONDRES EL 23 DE MARZO DE 2001","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/86-por-medio-de-la-cual-se-aprueba-el-convenio-internacional-sobre-responsabilidad-civil-nacida-de-danos-debidos-a-contaminiacion-porl-os-hidrocarburos-para-combustible-de-los-buques-2001-adoptado-en-londres-el-23-de-marzo-de-2001,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2022-12-06,,,"[""MINISTRA DE RELACIONES EXTERIORES: MARTHA LUCIA RAMIREZ BLANCO."",""MINISTRO DE DEFENSA NACIONAL: DIEGO ANDRES MOLANO APONTE""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_906.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1470.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1671.pdf,,,,,,
"N 74/22",,"POR EL CUAL SE REGULAN LAS CONDICIONES DE BIENESTAR ANIMAL EN LA REPRODUCCION , CRIA Y COMERCIALIZACION DE ANIMALES DE COMPAÑIA, EN EL TERRITORIO COLOMBIANO","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",QUINTA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/85-por-el-cual-se-regulan-las-condiciones-de-bienestar-animal-en-la-reproduccion-cria-y-comercializacion-de-animales-de-compania-en-el-territorio-colombiano,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2023-04-25,,,"[""H.R: ANDRES FELIPE JIMENEZ VARGAS."",""H.S: NICOLAS ALBEIRO ECHEVERRY ALVARAN.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1175.pdf,,,,,,,
"N 73/22",,"POR MEDIO DE LA CUAL SE ETABLECEN LOS PASOS DE FAUNA COMO UNA ESTRATEGIA PARA IMPLEMENTAR, ACCIONE EN LAS VIAS TERRESTRES PARA LA PREVENCION Y MITIGACION DE ATROPELLAMIENTO Y CUALQUIER OTRO TIPO DE DAÑOS O DESMEJORAMIENTO DEL BIENESTAR ANIMAL POR CAUSA DE LAS CONSTRUCCION EN UNA DETERMINADA VIA Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEXTA,2022-07-29,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/84-por-medio-de-la-cual-se-etablecen-los-pasos-de-fauna-como-una-estrategia-para-implementar-accione-en-las-vias-terrestres-para-la-prevencion-y-mitigacion-de-atropellamiento-y-cualquier-otro-tipo-de-danos-o-desmejoramiento-del-bienestar-animal-por-causa-de-las-construccion-en-una-determinada-via-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-29,2023-03-28,,,"[""H.R: ANDRES FELIPE JIMENEZ VARGAS."",""H.S: NICOLAS ALBEIRO ECHEVERRY ALVARAN.""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_890.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1220.pdf,,,,,,,
"N 72/22",,"POR EL CUAL SE PROTEGE EL DERECHO A LA SALUD AJUSTANDO LA REGULACIÓN MÍNIMA SOBRE CALIDAD DEL AIRE EN LO RELATIVO AL MATERIAL PARTICULADO, EL OZONO, EL DIÓXIDO DE CARBONO, EL DIÓXIDO DE NITRÓGENO Y EL DIÓXIDO DE AZUFRE Y SE DICTAN OTRAS DISPOSICIONES ORIENTADAS A LA APLICACIÓN DEL PRINCIPIO DE PROGRESIVIDAD EN LA MATERIA","PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEPTIMA,2022-07-28,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/83-por-el-cual-se-protege-el-derecho-a-la-salud-ajustando-la-regulacion-minima-sobre-calidad-del-aire-en-lo-relativo-al-material-particulado-el-ozono-el-dioxido-de-carbono-el-dioxido-de-nitrogeno-y-el-dioxido-de-azufre-y-se-dictan-otras-disposiciones-orientadas-a-la-aplicacion-del-principio-de-progresividad-en-la-materia,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-28,2022-11-28,,,"[""ALEXANDER LÓPEZ MAYA"",""CESAR AUGUSTO PACHÓN ACHURY"",""DAVID RICARDO RACERO MAYORCA."",""ERICK ADRIÁN VELASCO BURBANO"",""H.S. ROBERT DAZA GUEVARA"",""MARÍA JOSÉ PIZARRO RODRÍGUEZ"",""PABLO CATATUMBO TORRES VICTORIA"",""SANDRA RAMIREZ LOBO SILVA"",""WILSON NEBER ARIAS CASTILLO"",""y los H.R. EDUARD GIOVANNY SARMIENTO HIDALGO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_890.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1304.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1659.pdf,,,,,,
"N 71/22",,"POR MEDIO DE LA CUAL SE ADOPTAN LOS CRITERIOS TÉCNICOS Y ADMINISTRATIVOS QUE GARANTICEN EL RECONOCIMIENTO Y PAGO DE LA PENSIÓN ESPECIAL DE VEJÉZ POR ACTIVIDADES DE ALTO RIESGO PARA LA SALUD Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2022-07-28,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/82-por-medio-de-la-cual-se-adoptan-los-criterios-tecnicos-y-administrativos-que-garanticen-el-reconocimiento-y-pago-de-la-pension-especial-de-vejez-por-actividades-de-alto-riesgo-para-la-salud-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-28,,,,"[""ALEXANDER LÓPEZ MAYA"",""CÉSAR AUGUSTO PACHÓN ACHURY"",""DAVID RICARDO RACERO MAYORCA."",""ERICK ADRIÁN VELASCO BURBANO"",""H.R. EDUARD GIOVANNY SARMIENTO HIDALGO"",""H.S. ROBERT DAZA GUEVARA"",""MARÍA JOSÉ PIZARRO RODRÍGUEZ"",""PABLO CATATUMBO TORRES VICTORIA"",""SANDRA RAMÍREZ LOBO SILVA"",""WILSON NEBER ARIAS CASTILLO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_890.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_253.pdf,,,,,,,
"N 70/22",,"POR LA CUAL SE ESTABLECE EL REAJUSTE ANUAL DE PENSIONES","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2022-07-27,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/81-por-la-cual-se-establece-el-reajuste-anual-de-pensiones,"SENADO DE LA REPUBLICA",ORDINARIA,2022-08-09,2022-07-27,,,,"[""H.S. ALEXANDER LÓPEZ MAYA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_890.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1279.pdf,,,,,,,
"N 69/22",,"POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA FOMENTAR EL ACCESO A LA EDUCACION SUPERIOR Y SE DICTAN OTRAS DISPOSICIONES","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEXTA,2022-07-27,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/80-por-medio-de-la-cual-se-adoptan-medidas-para-fomentar-el-acceso-a-la-educacion-superior-y-se-dictan-otras-disposiciones,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-27,2022-09-27,,,"[""H.R: WADITH MANZUR IMBETT"",""H.S: MARCOS DANIEL PINEDA GARCIA""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_889.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1036.pdf,,,,,,,
"N 68/22",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 132 DE LA LEY 2179 DE 2022 O LEY DEL PATRULLERO.","PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO","",SEGUNDA,2022-07-26,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/79-por-medio-de-la-cual-se-modifica-el-articulo-132-de-la-ley-2179-de-2022-o-ley-del-patrullero,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-26,2023-04-19,,,"[""ALEJANDRO CARLOS CHACON Y OTRAS FIRMAS."",""ESTEBAN QUINTERO"",""H.S:JOSE VICENTE CARREÑO CASTRO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_889.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2023/gaceta_276.pdf,,,,,,,
"N 67/22",,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA EL MEJORAMIENTO DE LAS CONDICIONES DE EJECUCIÓN DE LA MODALIDAD DE CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS POR PARTE DE PERSONAS NATURALES EN EL SECTOR PÚBLICO Y PRIVADO EN COLOMBIA","PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO","",SEPTIMA,2022-07-26,2022-2023,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/78-por-medio-de-la-cual-se-dictan-disposiciones-para-el-mejoramiento-de-las-condiciones-de-ejecucion-de-la-modalidad-de-contratacion-de-prestacion-de-servicios-por-parte-de-personas-naturales-en-el-sector-publico-y-privado-en-colombia,"SENADO DE LA REPUBLICA","",2022-08-09,2022-07-26,,,,"[""ALEXANDER GUARÍN SILVA"",""ANA ROGELIA MONSALVE ÁLVAREZ."",""ANTONIO JOSÉ CORREA JIMÉNEZ"",""ASTRID SÁNCHEZ MONTES DE OCA"",""BERNER LEÓN ZAMBRANO ERASO"",""BERNER ZAMBRANO ERASO"",""DIEGO FERNANDO CAICEDO NAVAS"",""H.R. WILMER RAMIRO CARRILLO MENDOZA"",""H.S. ALFREDO RAFAEL DELUQUE ZULETA"",""HERNANDO GUIDA PONCE"",""JOHN MOISÉS BESAILE FAYAD"",""JOSÉ ALFREDO GNECCO ZULETA"",""JOSÉ ELIECER SALAZAR LÓPEZ"",""JUAN CARLOS GARCÉS ROJAS"",""JUAN FELIPE LEMOS URIBE"",""MILENE JARAVA DÍAZ"",""TERESA DE JESÚS ENRÍQUEZ ROSERO"",""VÍCTOR MANUEL SALCEDO GUERRERO""]",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_889.pdf,http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/Ponencias/2022/gaceta_1378.pdf,,,,,,,
